project_id,project_name,description,state,district,latitude,longitude,category,sanctioned_amount,actual_expenditure,start_date,completion_date,contractor,reported_progress,image_path
MPL-00112,Upgradation of health centre facilities in Shivnagar,Upgradation of health centre facilities in Shivnagar,Rajasthan,Jodhpur,26.095157,72.97173,Healthcare Facility,3503305.39,3410905.89,2023-01-22,2023-08-15,National Engineering Works,91.6,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00577,Development of sports ground with boundary wall in Sundarpur,Development of sports ground with boundary wall in Sundarpur,Tamil Nadu,Chennai,13.011717,80.298014,Sports Infrastructure,1075577.48,1059763.86,2019-09-09,2020-01-18,Shree Engineering Works,93.9,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00489,Construction of Community Hall in Rampur,Construction of Community Hall in Rampur,Maharashtra,Thane,19.262817,72.871299,Community Hall,2227333.02,2186317.44,2020-07-16,2021-01-26,Reliable Builders,97.9,/static/demo_images/community_hall_placeholder.jpg
MPL-00379,Overhead water tank construction in Lakshmipur,Overhead water tank construction in Lakshmipur,Kerala,Thrissur,10.525911,76.067613,Drinking Water,1160454.11,1202406.49,2024-09-22,2025-01-08,Highway Infra Ltd.,95.5,/static/demo_images/drinking_water_placeholder.jpg
MPL-00458,Construction of village public library in Saraswatipur,Construction of village public library in Saraswatipur,Uttar Pradesh,Lucknow,26.761762,80.994041,Library,948364.64,889921.74,2019-01-27,2019-05-14,Rajdhani Engineering Works,98.2,/static/demo_images/library_placeholder.jpg
MPL-00238,Upgradation of health centre facilities in Lakshmipur,Upgradation of health centre facilities in Lakshmipur,Maharashtra,Thane,19.096302,72.936231,Healthcare Facility,1706051.33,1676880.86,2020-11-08,2021-07-06,Om Infra Ltd.,90.9,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00790,Construction of Community Centre in Rampur,Construction of Community Centre in Rampur,Tamil Nadu,Salem,11.688103,78.180707,Community Hall,1078655.09,965165.35,2024-12-25,2025-06-20,Vishwakarma Engineering Works,89.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00407,Construction of Primary Health Sub-Centre in Gopalpur,Construction of Primary Health Sub-Centre in Gopalpur,Bihar,Darbhanga,26.260245,85.796522,Healthcare Facility,2223988.25,2173678.39,2024-07-08,2025-02-11,Prime Construction Co.,89.8,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00026,Construction of Primary Health Sub-Centre in Subhaspur,Construction of Primary Health Sub-Centre in Subhaspur,Kerala,Kochi,10.062879,76.157587,Healthcare Facility,1788571.68,1558574.23,2020-09-28,2021-04-07,Vishwakarma Infra Ltd.,89.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00592,Setting up of reading room and library in Shivnagar,Setting up of reading room and library in Shivnagar,West Bengal,Kolkata,22.521386,88.389198,Library,890955.6,890665.9,2021-08-24,2021-11-30,Reliable Infra Ltd.,88.3,/static/demo_images/library_placeholder.jpg
MPL-00230,Check dam construction for irrigation in Narayanpur,Check dam construction for irrigation in Narayanpur,Uttar Pradesh,Varanasi,25.42626,82.849995,Irrigation,2784051.89,2431805.86,2021-08-28,2022-03-15,Prime Infra Ltd.,97.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00464,Installation of irrigation pump sets in Lakshmipur,Installation of irrigation pump sets in Lakshmipur,Bihar,Gaya,24.715316,84.937346,Irrigation,1507755.33,1317237.52,2024-03-19,2024-09-16,United Engineering Works,96.1,/static/demo_images/irrigation_placeholder.jpg
MPL-00111,Development of sports ground with boundary wall in Subhaspur,Development of sports ground with boundary wall in Subhaspur,Bihar,Bhagalpur,25.114123,87.092729,Sports Infrastructure,706532.49,603200.92,2023-10-25,2024-04-06,Rapid Nation Builders,91.1,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00732,Rural electrification work in Subhaspur,Rural electrification work in Subhaspur,West Bengal,Kolkata,22.536131,88.231072,Electrification,573617.54,525462.95,2020-02-15,2022-12-23,Shree Construction Co.,91.9,/static/demo_images/electrification_placeholder.jpg
MPL-00560,Installation of high-mast lighting in Ramganj,Installation of high-mast lighting in Ramganj,Bihar,Patna,25.552871,85.232712,Electrification,893835.83,866600.41,2022-11-02,2023-02-14,Sundar Infra Ltd.,95.6,/static/demo_images/electrification_placeholder.jpg
MPL-00782,Rural electrification work in Gopalpur,Rural electrification work in Gopalpur,Tamil Nadu,Trichy,10.660609,78.681717,Electrification,756258.45,691468.22,2022-03-14,2022-07-06,Vishwakarma Construction Co.,89.2,/static/demo_images/electrification_placeholder.jpg
MPL-00382,"Construction of additional classrooms at Government School, Nehrunagar","Construction of additional classrooms at Government School, Nehrunagar",West Bengal,Durgapur,23.506828,87.283087,School Infrastructure,1088372.61,963217.33,2024-09-04,2025-03-14,United Builders,93.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00404,Rural electrification work in Ramganj,Rural electrification work in Ramganj,Maharashtra,Thane,19.22883,73.034431,Electrification,655158.99,655876.09,2022-05-12,2022-08-21,Shree Builders,96.5,/static/demo_images/electrification_placeholder.jpg
MPL-00746,Construction of community sanitation block in Krishnapur,Construction of community sanitation block in Krishnapur,Rajasthan,Jaipur,26.977083,75.716326,Sanitation,740272.75,653467.55,2020-07-17,2020-10-22,Prime Engineering Works,95.4,/static/demo_images/sanitation_placeholder.jpg
MPL-00509,Construction of Community Centre in Gandhinagar,Construction of Community Centre in Gandhinagar,West Bengal,Durgapur,23.641785,87.334292,Community Hall,1673074.5,1736621.57,2019-10-15,2020-03-14,Progressive Builders,88.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00018,Overhead water tank construction in Anandpur,Overhead water tank construction in Anandpur,Maharashtra,Nagpur,21.097591,79.196702,Drinking Water,678925.07,602913.83,2024-01-12,2024-05-18,Bharat Builders,91.3,/static/demo_images/drinking_water_placeholder.jpg
MPL-00392,Rural electrification work in Anandpur,Rural electrification work in Anandpur,Karnataka,Mangaluru,12.899319,74.877423,Electrification,947563.47,935436.92,2020-02-14,2020-05-25,Vishwakarma Infra Ltd.,97.1,/static/demo_images/electrification_placeholder.jpg
MPL-00251,Construction of Primary Health Sub-Centre in Indranagar,Construction of Primary Health Sub-Centre in Indranagar,Rajasthan,Udaipur,24.514285,73.855015,Healthcare Facility,3068832.08,2913025.98,2020-11-14,2021-06-29,Skyline Engineering Works,87.4,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00519,Construction of concrete road from Rampur to main highway,Construction of concrete road from Rampur to main highway,Bihar,Gaya,24.699324,84.876942,Road Construction,2753862.74,2829271.84,2024-05-03,2024-10-10,Bharat Construction Co.,88.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00547,Construction of irrigation canal near Vijaynagar,Construction of irrigation canal near Vijaynagar,Tamil Nadu,Trichy,10.73841,78.737145,Irrigation,1510784.52,1443232.46,2021-03-12,2021-10-08,Shree Infra Ltd.,86.3,/static/demo_images/irrigation_placeholder.jpg
MPL-00720,Construction of public toilet complex in Anandpur,Construction of public toilet complex in Anandpur,Karnataka,Mangaluru,12.905314,74.832809,Sanitation,846575.95,792975.92,2020-09-30,2020-10-07,Modern Builders,85.3,/static/demo_images/sanitation_placeholder.jpg
MPL-00292,Borewell and handpump installation for Anandpur,Borewell and handpump installation for Anandpur,Rajasthan,Jaipur,26.969554,75.652087,Drinking Water,860174.55,777354.25,2023-03-06,2023-07-05,Shree Infra Ltd.,90.1,/static/demo_images/drinking_water_placeholder.jpg
MPL-00495,Construction of dispensary building in Tagorepur,Construction of dispensary building in Tagorepur,Kerala,Thrissur,10.455733,76.25319,Healthcare Facility,2945352.72,2841004.76,2019-04-22,2019-12-01,Ganga Construction Co.,92.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00286,Construction of public toilet complex in Fatehpur,Construction of public toilet complex in Fatehpur,Bihar,Darbhanga,26.170281,85.994039,Sanitation,992883.65,927081.69,2024-04-28,2024-08-11,Rapid Nation Builders,98.2,/static/demo_images/sanitation_placeholder.jpg
MPL-00575,Construction of community sanitation block in Mahadevpur,Construction of community sanitation block in Mahadevpur,Maharashtra,Nashik,20.103362,73.772567,Sanitation,445186.78,394156.73,2020-11-03,2021-01-27,Modern Infra Ltd.,91.5,/static/demo_images/sanitation_placeholder.jpg
MPL-00417,Rural electrification work in Tagorepur,Rural electrification work in Tagorepur,Karnataka,Hubli,15.297297,75.223405,Electrification,908684.4,873158.53,2022-04-26,2022-08-01,Vishwakarma Builders,93.1,/static/demo_images/electrification_placeholder.jpg
MPL-00228,Renovation of primary school building in Balrampur,Renovation of primary school building in Balrampur,West Bengal,Durgapur,23.420863,87.299096,School Infrastructure,2416532.85,2424226.88,2024-09-23,2025-02-20,United Infra Ltd.,93.6,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00096,Setting up of reading room and library in Rampur,Setting up of reading room and library in Rampur,Maharashtra,Aurangabad,19.983722,75.236706,Library,656992.92,591379.59,2020-12-15,2021-03-23,United Infra Ltd.,94.9,/static/demo_images/library_placeholder.jpg
MPL-00440,Installation of solar street lights in Shivnagar,Installation of solar street lights in Shivnagar,West Bengal,Durgapur,23.458149,87.426921,Electrification,591913.94,619117.46,2024-09-13,2024-12-01,United Construction Co.,98.6,/static/demo_images/electrification_placeholder.jpg
MPL-00299,Installation of irrigation pump sets in Ganeshpur,Installation of irrigation pump sets in Ganeshpur,Uttar Pradesh,Lucknow,26.74866,81.036459,Irrigation,1565163.06,1520820.08,2022-02-01,2022-10-03,Reliable Infra Ltd.,98.4,/static/demo_images/irrigation_placeholder.jpg
MPL-00386,Check dam construction for irrigation in Chandpur,Check dam construction for irrigation in Chandpur,Tamil Nadu,Coimbatore,10.93237,76.977914,Irrigation,1487290.46,1486147.11,2021-02-17,2021-09-18,Modern Engineering Works,96.1,/static/demo_images/irrigation_placeholder.jpg
MPL-00483,Construction of village public library in Saraswatipur,Construction of village public library in Saraswatipur,Uttar Pradesh,Meerut,29.012149,77.695273,Library,1039578.93,1054553.66,2019-10-13,2020-02-18,United Builders,95.3,/static/demo_images/library_placeholder.jpg
MPL-00591,Construction of school boundary wall in Shivnagar,Construction of school boundary wall in Shivnagar,Maharashtra,Thane,19.288644,73.107981,School Infrastructure,2019523.61,2051424.64,2021-10-28,2022-05-15,Modern Engineering Works,98.3,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00885,Construction of school boundary wall in Tagorepur,Construction of school boundary wall in Tagorepur,Maharashtra,Nagpur,21.07628,78.999912,School Infrastructure,2494309.77,2293584.24,2019-01-13,2019-06-04,Rapid Nation Builders,86.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00271,Installation of high-mast lighting in Fatehpur,Installation of high-mast lighting in Fatehpur,Uttar Pradesh,Kanpur,26.342531,80.466411,Electrification,862018.1,872431.48,2020-12-20,2021-04-05,Modern Infra Ltd.,85.6,/static/demo_images/electrification_placeholder.jpg
MPL-00103,Overhead water tank construction in Fatehpur,Overhead water tank construction in Fatehpur,Kerala,Kochi,9.949705,76.318304,Drinking Water,808646.91,828637.85,2019-07-30,2019-12-14,Ganga Construction Co.,94.0,/static/demo_images/drinking_water_placeholder.jpg
MPL-00208,Construction of open gymnasium in Krishnapur,Construction of open gymnasium in Krishnapur,Karnataka,Hubli,15.394113,75.071329,Sports Infrastructure,1083761.71,984456.05,2023-05-08,2023-09-22,National Infra Ltd.,95.9,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00470,Construction of community sanitation block in Krishnapur,Construction of community sanitation block in Krishnapur,West Bengal,Durgapur,23.633515,87.273375,Sanitation,1000620.23,911090.48,2024-11-20,2025-02-11,Ganga Infra Ltd.,87.6,/static/demo_images/sanitation_placeholder.jpg
MPL-00281,Installation of high-mast lighting in Nehrunagar,Installation of high-mast lighting in Nehrunagar,Maharashtra,Pune,18.638368,73.918051,Electrification,618794.0,606868.0,2019-08-08,2019-10-25,United Construction Co.,90.0,/static/demo_images/electrification_placeholder.jpg
MPL-00310,Renovation of primary school building in Tagorepur,Renovation of primary school building in Tagorepur,Bihar,Darbhanga,26.289221,86.009402,School Infrastructure,2442325.93,2335368.56,2019-03-15,2019-08-22,Shree Construction Co.,94.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00024,Upgradation of health centre facilities in Mahadevpur,Upgradation of health centre facilities in Mahadevpur,Maharashtra,Thane,19.347005,73.10882,Healthcare Facility,1523288.64,1484036.31,2020-02-14,2020-11-05,National Builders,93.1,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00762,Renovation of primary school building in Narayanpur,Renovation of primary school building in Narayanpur,Maharashtra,Aurangabad,19.750316,75.49429,School Infrastructure,2109884.53,1912397.96,2022-01-15,2022-06-02,Apex Builders,98.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00525,Renovation of primary school building in Shivnagar,Renovation of primary school building in Shivnagar,Karnataka,Bengaluru,12.889935,77.515736,School Infrastructure,1822671.82,1622161.82,2024-06-07,2024-11-10,Om Infra Ltd.,98.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00436,Renovation of panchayat library building in Mahadevpur,Renovation of panchayat library building in Mahadevpur,Karnataka,Hubli,15.258446,74.987463,Library,1276354.73,1135875.35,2023-03-12,2023-07-11,Bharat Engineering Works,96.4,/static/demo_images/library_placeholder.jpg
MPL-00332,Development of sports ground with boundary wall in Ganeshpur,Development of sports ground with boundary wall in Ganeshpur,Kerala,Kozhikode,11.110101,75.851264,Sports Infrastructure,1268548.96,1188074.85,2024-06-01,2024-10-02,Highway Builders,96.7,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00804,Check dam construction for irrigation in Subhaspur,Check dam construction for irrigation in Subhaspur,Karnataka,Hubli,15.494565,75.217216,Irrigation,2491482.7,2155814.95,2019-01-09,2019-07-10,Shree Balaji Infra Pvt Ltd,97.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00320,Overhead water tank construction in Ganeshpur,Overhead water tank construction in Ganeshpur,Uttar Pradesh,Varanasi,25.36176,82.922498,Drinking Water,1195622.09,1244663.92,2022-01-03,2022-05-23,National Engineering Works,90.6,/static/demo_images/drinking_water_placeholder.jpg
MPL-00621,Construction of irrigation canal near Ramganj,Construction of irrigation canal near Ramganj,Maharashtra,Pune,18.665656,73.911994,Irrigation,1710776.44,1539238.09,2019-11-10,2020-04-23,Om Builders,92.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00852,Installation of solar street lights in Indranagar,Installation of solar street lights in Indranagar,Karnataka,Hubli,15.34592,75.003873,Electrification,840703.18,799383.8,2023-05-25,2023-09-05,Shree Balaji Infra Pvt Ltd,97.6,/static/demo_images/electrification_placeholder.jpg
MPL-00199,Construction of Community Hall in Shivnagar,Construction of Community Hall in Shivnagar,Rajasthan,Udaipur,24.592716,73.634791,Community Hall,1829671.26,1647589.03,2019-11-20,2020-04-18,Skyline Engineering Works,99.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00401,Construction of Primary Health Sub-Centre in Devipur,Construction of Primary Health Sub-Centre in Devipur,Karnataka,Belagavi,15.920978,74.480648,Healthcare Facility,1816029.27,1734940.78,2023-01-01,2023-09-02,Metro Builders,98.0,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00812,Construction of link road connecting Subhaspur,Construction of link road connecting Subhaspur,Karnataka,Hubli,15.236831,75.225231,Road Construction,3235049.35,2769322.41,2023-02-05,2023-09-16,Shree Balaji Infra Pvt Ltd,87.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00603,Overhead water tank construction in Gandhinagar,Overhead water tank construction in Gandhinagar,Maharashtra,Nashik,19.978048,73.915797,Drinking Water,842966.29,830087.46,2021-02-19,2021-07-09,Vishwakarma Infra Ltd.,89.3,/static/demo_images/drinking_water_placeholder.jpg
MPL-00754,Repair and widening of village road in Indranagar,Repair and widening of village road in Indranagar,Bihar,Gaya,24.801774,85.096848,Road Construction,3081128.54,2694782.94,2020-06-11,2021-02-20,Om Construction Co.,88.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00098,Installation of irrigation pump sets in Vijaynagar,Installation of irrigation pump sets in Vijaynagar,Bihar,Patna,25.6222,85.123202,Irrigation,1560944.54,1518832.39,2024-11-05,2025-06-08,Ganga Infra Ltd.,91.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00156,Renovation of panchayat library building in Ashoknagar,Renovation of panchayat library building in Ashoknagar,Bihar,Gaya,24.786676,85.011207,Library,1302455.13,1219339.68,2021-12-19,2022-04-11,Skyline Infra Ltd.,96.5,/static/demo_images/library_placeholder.jpg
MPL-00954,Renovation of primary school building in Mahadevpur,Renovation of primary school building in Mahadevpur,Kerala,Thrissur,10.446529,76.312746,School Infrastructure,2856140.95,2956515.42,2021-09-30,2022-02-23,SuperFast Construction Co.,96.6,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00555,Installation of drinking water supply system in Narayanpur,Installation of drinking water supply system in Narayanpur,Kerala,Thiruvananthapuram,8.548596,76.830441,Drinking Water,848835.17,839206.5,2023-01-19,2023-05-15,Reliable Builders,94.5,/static/demo_images/drinking_water_placeholder.jpg
MPL-00851,Drainage system construction in Bhagwanpur,Drainage system construction in Bhagwanpur,Karnataka,Hubli,15.40803,75.222565,Sanitation,980932.15,947159.37,2020-12-12,2021-04-05,Shree Balaji Infra Pvt Ltd,91.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00761,"Construction of additional classrooms at Government School, Narayanpur","Construction of additional classrooms at Government School, Narayanpur",Maharashtra,Aurangabad,19.755584,75.487146,School Infrastructure,1480006.03,1539734.0,2024-11-26,2025-04-27,Ganga Engineering Works,93.8,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00016,"Construction of additional classrooms at Government School, Krishnapur","Construction of additional classrooms at Government School, Krishnapur",Uttar Pradesh,Agra,27.284591,77.879357,School Infrastructure,1508408.34,1483965.42,2021-05-27,2021-11-13,Progressive Builders,87.0,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00910,Construction of Primary Health Sub-Centre in Subhaspur,Construction of Primary Health Sub-Centre in Subhaspur,West Bengal,Asansol,23.811627,86.950289,Healthcare Facility,3169249.15,2941817.0,2020-03-15,2020-12-23,Rapid Nation Builders,92.0,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00426,Installation of solar street lights in Nehrunagar,Installation of solar street lights in Nehrunagar,Rajasthan,Udaipur,24.604343,73.626678,Electrification,819424.93,848292.77,2021-11-06,2022-01-23,Skyline Infra Ltd.,99.4,/static/demo_images/electrification_placeholder.jpg
MPL-00915,Construction of dispensary building in Ganeshpur,Construction of dispensary building in Ganeshpur,Bihar,Muzaffarpur,26.069723,85.527158,Healthcare Facility,2370238.05,2307414.9,2020-10-13,2021-06-01,Rapid Nation Builders,88.5,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00781,Installation of solar street lights in Gopalpur,Installation of solar street lights in Gopalpur,Tamil Nadu,Trichy,10.658905,78.682822,Electrification,390993.29,340950.45,2023-09-09,2023-11-16,Rajdhani Engineering Works,89.8,/static/demo_images/electrification_placeholder.jpg
MPL-00721,Construction of village public library in Balrampur,Construction of village public library in Balrampur,West Bengal,Siliguri,26.742956,88.29801,Library,882405.21,804020.68,2024-05-23,2027-05-28,National Builders,90.0,/static/demo_images/library_placeholder.jpg
MPL-00951,Renovation of panchayat library building in Indranagar,Renovation of panchayat library building in Indranagar,Tamil Nadu,Trichy,10.829597,78.774885,Library,1025070.65,896166.45,2024-04-18,2024-08-27,SuperFast Construction Co.,94.9,/static/demo_images/library_placeholder.jpg
MPL-00517,Development of sports ground with boundary wall in Ganeshpur,Development of sports ground with boundary wall in Ganeshpur,Kerala,Thiruvananthapuram,8.625028,77.024531,Sports Infrastructure,1500650.67,1453555.83,2020-08-01,2020-12-03,Reliable Builders,87.5,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00076,Installation of high-mast lighting in Balrampur,Installation of high-mast lighting in Balrampur,Karnataka,Hubli,15.327863,75.253856,Electrification,881761.01,922458.62,2021-09-05,2021-12-03,Rapid Nation Builders,90.7,/static/demo_images/electrification_placeholder.jpg
MPL-00079,Construction of Community Centre in Krishnapur,Construction of Community Centre in Krishnapur,Rajasthan,Jodhpur,26.323358,72.953807,Community Hall,1834889.1,1705523.3,2024-12-25,2025-07-14,Apex Construction Co.,99.3,/static/demo_images/community_hall_placeholder.jpg
MPL-00087,Construction of Primary Health Sub-Centre in Mahadevpur,Construction of Primary Health Sub-Centre in Mahadevpur,Uttar Pradesh,Varanasi,25.341472,83.043608,Healthcare Facility,1725333.44,1568366.21,2020-06-25,2021-02-19,Progressive Builders,98.1,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00277,Renovation of primary school building in Vijaynagar,Renovation of primary school building in Vijaynagar,Uttar Pradesh,Meerut,28.884866,77.821996,School Infrastructure,1239706.82,1229532.75,2024-01-04,2024-05-02,Shree Builders,89.0,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00759,Installation of solar street lights in Fatehpur,Installation of solar street lights in Fatehpur,Tamil Nadu,Madurai,9.969531,78.123228,Electrification,458425.84,464987.55,2023-04-02,2023-06-21,Shree Engineering Works,99.5,/static/demo_images/electrification_placeholder.jpg
MPL-00838,Construction of village playground in Gandhinagar,Construction of village playground in Gandhinagar,Karnataka,Hubli,15.504377,75.105035,Sports Infrastructure,1663857.6,1604064.17,2019-02-10,2019-07-05,Shree Balaji Infra Pvt Ltd,93.4,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00135,Installation of solar street lights in Ashoknagar,Installation of solar street lights in Ashoknagar,Bihar,Darbhanga,26.253315,85.947205,Electrification,948491.51,896994.33,2024-02-18,2024-05-20,Om Construction Co.,89.4,/static/demo_images/electrification_placeholder.jpg
MPL-00411,Construction of public toilet complex in Mahadevpur,Construction of public toilet complex in Mahadevpur,West Bengal,Kolkata,22.643886,88.223953,Sanitation,742584.24,745702.49,2024-04-20,2024-06-16,Apex Builders,95.2,/static/demo_images/sanitation_placeholder.jpg
MPL-00672,Construction of dispensary building in Bhagwanpur,Construction of dispensary building in Bhagwanpur,Bihar,Muzaffarpur,25.979435,85.531543,Healthcare Facility,3194336.15,8725933.14,2024-02-03,2024-09-16,Shree Construction Co.,99.1,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00387,"Construction of additional classrooms at Government School, Narayanpur","Construction of additional classrooms at Government School, Narayanpur",West Bengal,Kolkata,22.491362,88.464382,School Infrastructure,2585402.48,2381686.92,2019-11-18,2020-04-18,Modern Engineering Works,94.2,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00803,Construction of open gymnasium in Chandpur,Construction of open gymnasium in Chandpur,Karnataka,Hubli,15.26911,75.101573,Sports Infrastructure,1642429.31,1621787.49,2020-03-01,2020-06-27,Shree Balaji Infra Pvt Ltd,89.1,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00833,Repair and widening of village road in Anandpur,Repair and widening of village road in Anandpur,Karnataka,Hubli,15.274541,75.072616,Road Construction,2018026.7,2117490.49,2024-05-04,2024-10-12,Shree Balaji Infra Pvt Ltd,86.7,/static/demo_images/road_construction_placeholder.jpg
MPL-00127,Installation of irrigation pump sets in Vijaynagar,Installation of irrigation pump sets in Vijaynagar,Uttar Pradesh,Agra,27.306988,78.07152,Irrigation,2120227.84,1855062.72,2024-01-15,2024-08-17,Highway Builders,87.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00768,Construction of community sanitation block in Subhaspur,Construction of community sanitation block in Subhaspur,Uttar Pradesh,Lucknow,26.979011,80.843856,Sanitation,919912.05,911189.76,2022-11-14,2023-02-05,Highway Engineering Works,99.9,/static/demo_images/sanitation_placeholder.jpg
MPL-00279,Drainage system construction in Vijaynagar,Drainage system construction in Vijaynagar,Bihar,Gaya,24.758104,85.098842,Sanitation,972111.0,938681.17,2024-01-23,2024-05-02,National Builders,97.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00035,"Construction of additional classrooms at Government School, Narayanpur","Construction of additional classrooms at Government School, Narayanpur",Kerala,Thiruvananthapuram,8.586736,76.787107,School Infrastructure,2746035.3,2629851.64,2021-03-18,2021-08-07,Skyline Infra Ltd.,91.5,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00254,Construction of dispensary building in Krishnapur,Construction of dispensary building in Krishnapur,Karnataka,Bengaluru,12.933442,77.595212,Healthcare Facility,3754852.52,3326306.96,2024-10-13,2025-05-03,Om Builders,99.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00705,Construction of public toilet complex in Balrampur,Construction of public toilet complex in Balrampur,Bihar,Gaya,24.944095,84.87316,Sanitation,493657.19,495290.12,2021-11-01,2021-11-08,Prime Infra Ltd.,92.6,/static/demo_images/sanitation_placeholder.jpg
MPL-00791,Construction of Primary Health Sub-Centre in Sundarpur,Construction of Primary Health Sub-Centre in Sundarpur,Maharashtra,Thane,19.362307,73.124961,Healthcare Facility,2024930.96,1768244.57,2023-02-20,2023-09-17,Metro Builders,86.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00647,Construction of irrigation canal near Chandpur,Construction of irrigation canal near Chandpur,Uttar Pradesh,Lucknow,26.938316,81.0929,Irrigation,2214634.73,2278566.32,2021-08-15,2022-02-05,Skyline Construction Co.,89.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00236,Renovation of primary school building in Saraswatipur,Renovation of primary school building in Saraswatipur,Rajasthan,Udaipur,24.53226,73.647578,School Infrastructure,2065158.96,1809324.69,2024-06-10,2024-10-11,Metro Engineering Works,98.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00025,Upgradation of health centre facilities in Ganeshpur,Upgradation of health centre facilities in Ganeshpur,Bihar,Bhagalpur,25.356759,87.097981,Healthcare Facility,2423817.72,2136714.98,2024-12-06,2025-08-31,Shree Builders,95.0,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00309,Setting up of reading room and library in Lakshmipur,Setting up of reading room and library in Lakshmipur,Tamil Nadu,Chennai,13.168263,80.354626,Library,656465.36,614938.86,2024-05-09,2024-08-11,Apex Builders,85.1,/static/demo_images/library_placeholder.jpg
MPL-00290,Renovation of panchayat library building in Fatehpur,Renovation of panchayat library building in Fatehpur,Uttar Pradesh,Lucknow,26.931206,80.829956,Library,674678.09,649930.08,2020-02-15,2020-06-12,United Builders,93.4,/static/demo_images/library_placeholder.jpg
MPL-00930,Construction of public toilet complex in Sundarpur,Construction of public toilet complex in Sundarpur,Karnataka,Mysuru,12.21541,76.665985,Sanitation,578988.12,578695.81,2019-07-07,2019-10-29,SuperFast Construction Co.,99.9,/static/demo_images/sanitation_placeholder.jpg
MPL-00044,Renovation of primary school building in Krishnapur,Renovation of primary school building in Krishnapur,Maharashtra,Aurangabad,19.84848,75.356083,School Infrastructure,1828393.62,1629769.51,2023-09-17,2024-03-10,Apex Builders,98.6,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00497,Construction of irrigation canal near Vijaynagar,Construction of irrigation canal near Vijaynagar,Maharashtra,Aurangabad,19.804576,75.403532,Irrigation,2061345.18,2081699.73,2019-12-12,2020-07-16,Bharat Infra Ltd.,93.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00811,Construction of school boundary wall in Sundarpur,Construction of school boundary wall in Sundarpur,Karnataka,Hubli,15.25604,75.262616,School Infrastructure,2347133.14,2172253.31,2023-03-03,2023-09-26,Shree Balaji Infra Pvt Ltd,85.8,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00408,Installation of drinking water supply system in Balrampur,Installation of drinking water supply system in Balrampur,Maharashtra,Aurangabad,19.781981,75.223982,Drinking Water,695356.11,690515.87,2019-02-03,2019-05-24,Rajdhani Builders,86.4,/static/demo_images/drinking_water_placeholder.jpg
